transaction_id,customer_id,amount,transaction_type,channel,date,segment,region,mean,std,is_risky
19,CUST_0053,45.23,Debit,Online,2024-01-01 18:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
20,CUST_0002,307.0,Credit,ATM,2024-01-01 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
21,CUST_0088,124.15,Debit,Online,2024-01-01 20:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
22,CUST_0158,179.67,Debit,ATM,2024-01-01 21:00:00,Business,Regional,147.57704,65.5360396822032,False
23,CUST_0038,188.43,Debit,ATM,2024-01-01 22:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
24,CUST_0130,101.11,Credit,Online,2024-01-01 23:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
25,CUST_0192,260.82,Debit,POS,2024-01-02 00:00:00,Business,Regional,147.57704,65.5360396822032,False
26,CUST_0188,165.96,Credit,ATM,2024-01-02 01:00:00,Business,Regional,147.57704,65.5360396822032,False
27,CUST_0021,137.19,Debit,Branch,2024-01-02 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
28,CUST_0161,158.31,Credit,Branch,2024-01-02 03:00:00,Business,Regional,147.57704,65.5360396822032,False
29,CUST_0058,195.86,Debit,Online,2024-01-02 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
30,CUST_0022,150.65,Credit,POS,2024-01-02 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
31,CUST_0089,202.92,Credit,Online,2024-01-02 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
32,CUST_0049,48.91,Debit,POS,2024-01-02 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
33,CUST_0059,105.12,Credit,ATM,2024-01-02 08:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
34,CUST_0170,21.67,Credit,ATM,2024-01-02 09:00:00,Business,Regional,147.57704,65.5360396822032,False
35,CUST_0188,269.82,Credit,ATM,2024-01-02 10:00:00,Business,Regional,147.57704,65.5360396822032,False
36,CUST_0015,269.04,Credit,ATM,2024-01-02 11:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
37,CUST_0190,187.6,Credit,Branch,2024-01-02 12:00:00,Business,Regional,147.57704,65.5360396822032,False
38,CUST_0190,89.24,Credit,Branch,2024-01-02 13:00:00,Business,Regional,147.57704,65.5360396822032,False
39,CUST_0175,293.39,Credit,Online,2024-01-02 14:00:00,Business,Regional,147.57704,65.5360396822032,False
40,CUST_0190,113.74,Credit,POS,2024-01-02 15:00:00,Business,Regional,147.57704,65.5360396822032,False
41,CUST_0051,137.21,Debit,ATM,2024-01-02 16:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
42,CUST_0108,159.57,Debit,ATM,2024-01-02 17:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
43,CUST_0055,177.09,Credit,POS,2024-01-02 18:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
44,CUST_0064,188.63,Credit,POS,2024-01-02 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
45,CUST_0131,191.04,Debit,Online,2024-01-02 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
46,CUST_0051,141.33,Debit,POS,2024-01-02 21:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
47,CUST_0135,190.09,Debit,ATM,2024-01-02 22:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
48,CUST_0021,138.65,Credit,ATM,2024-01-02 23:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
49,CUST_0073,184.76,Debit,ATM,2024-01-03 00:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
50,CUST_0167,179.84,Credit,ATM,2024-01-03 01:00:00,Business,Regional,147.57704,65.5360396822032,False
51,CUST_0018,195.77,Credit,ATM,2024-01-03 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
52,CUST_0132,188.28,Debit,Online,2024-01-03 03:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
53,CUST_0089,123.45,Credit,ATM,2024-01-03 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
54,CUST_0060,177.52,Credit,Online,2024-01-03 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
55,CUST_0014,189.2,Credit,ATM,2024-01-03 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
56,CUST_0009,72.53,Credit,Branch,2024-01-03 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
57,CUST_0090,133.56,Debit,Branch,2024-01-03 08:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
58,CUST_0053,186.49,Debit,Branch,2024-01-03 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
59,CUST_0130,252.56,Credit,Branch,2024-01-03 10:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
60,CUST_0084,199.49,Credit,Online,2024-01-03 11:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
61,CUST_0092,256.34,Debit,Online,2024-01-03 12:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
62,CUST_0111,126.1,Credit,POS,2024-01-03 13:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
63,CUST_0188,165.01,Debit,ATM,2024-01-03 14:00:00,Business,Regional,147.57704,65.5360396822032,False
64,CUST_0199,198.34,Credit,Branch,2024-01-03 15:00:00,Business,Regional,147.57704,65.5360396822032,False
65,CUST_0172,10.42,Credit,Online,2024-01-03 16:00:00,Business,Regional,147.57704,65.5360396822032,False
66,CUST_0008,240.65,Debit,ATM,2024-01-03 17:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
67,CUST_0175,38.35,Debit,ATM,2024-01-03 18:00:00,Business,Regional,147.57704,65.5360396822032,False
68,CUST_0035,209.82,Debit,Online,2024-01-03 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
69,CUST_0081,191.21,Debit,Branch,2024-01-03 20:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
70,CUST_0164,9.62,Credit,POS,2024-01-03 21:00:00,Business,Regional,147.57704,65.5360396822032,False
71,CUST_0050,12.66,Debit,ATM,2024-01-03 22:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
72,CUST_0104,235.95,Credit,POS,2024-01-03 23:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
73,CUST_0132,222.88,Debit,Branch,2024-01-04 00:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
74,CUST_0002,97.15,Debit,Branch,2024-01-04 01:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
75,CUST_0134,97.09,Credit,POS,2024-01-04 02:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
76,CUST_0054,180.76,Debit,Branch,2024-01-04 03:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
77,CUST_0106,149.24,Debit,ATM,2024-01-04 04:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
78,CUST_0004,213.26,Debit,POS,2024-01-04 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
79,CUST_0054,178.77,Debit,Branch,2024-01-04 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
80,CUST_0191,244.98,Credit,POS,2024-01-04 07:00:00,Business,Regional,147.57704,65.5360396822032,False
81,CUST_0146,208.2,Credit,ATM,2024-01-04 08:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
82,CUST_0044,193.25,Debit,Branch,2024-01-04 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
83,CUST_0162,128.87,Debit,ATM,2024-01-04 10:00:00,Business,Regional,147.57704,65.5360396822032,False
84,CUST_0190,124.48,Debit,Branch,2024-01-04 11:00:00,Business,Regional,147.57704,65.5360396822032,False
85,CUST_0014,146.89,Credit,Online,2024-01-04 12:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
86,CUST_0095,260.46,Credit,Branch,2024-01-04 13:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
87,CUST_0048,125.62,Credit,POS,2024-01-04 14:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
88,CUST_0015,165.63,Credit,Branch,2024-01-04 15:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
89,CUST_0200,15.31,Debit,ATM,2024-01-04 16:00:00,Business,Regional,147.57704,65.5360396822032,False
90,CUST_0190,190.55,Debit,ATM,2024-01-04 17:00:00,Business,Regional,147.57704,65.5360396822032,False
91,CUST_0040,285.43,Debit,Branch,2024-01-04 18:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
92,CUST_0082,93.98,Credit,POS,2024-01-04 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
93,CUST_0111,340.47,Debit,Online,2024-01-04 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,True
94,CUST_0053,160.93,Credit,POS,2024-01-04 21:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
95,CUST_0024,-4.38,Credit,Online,2024-01-04 22:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
96,CUST_0154,126.87,Debit,ATM,2024-01-04 23:00:00,Business,Regional,147.57704,65.5360396822032,False
97,CUST_0188,229.83,Debit,POS,2024-01-05 00:00:00,Business,Regional,147.57704,65.5360396822032,False
98,CUST_0124,269.96,Debit,Online,2024-01-05 01:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
99,CUST_0041,193.09,Credit,Branch,2024-01-05 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
100,CUST_0157,244.06,Credit,ATM,2024-01-05 03:00:00,Business,Regional,147.57704,65.5360396822032,False
101,CUST_0015,79.33,Debit,Branch,2024-01-05 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
102,CUST_0045,109.18,Debit,ATM,2024-01-05 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
103,CUST_0065,49.23,Credit,POS,2024-01-05 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
104,CUST_0089,113.7,Debit,POS,2024-01-05 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
105,CUST_0071,195.72,Credit,ATM,2024-01-05 08:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
106,CUST_0009,162.76,Credit,ATM,2024-01-05 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
107,CUST_0088,202.07,Debit,ATM,2024-01-05 10:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
108,CUST_0129,93.81,Debit,POS,2024-01-05 11:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
109,CUST_0136,97.47,Debit,Online,2024-01-05 12:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
110,CUST_0063,162.28,Debit,Branch,2024-01-05 13:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
111,CUST_0139,113.84,Credit,Branch,2024-01-05 14:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
112,CUST_0081,228.11,Credit,POS,2024-01-05 15:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
113,CUST_0136,112.35,Credit,Branch,2024-01-05 16:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
114,CUST_0163,120.28,Debit,ATM,2024-01-05 17:00:00,Business,Regional,147.57704,65.5360396822032,False
115,CUST_0163,175.13,Credit,Online,2024-01-05 18:00:00,Business,Regional,147.57704,65.5360396822032,False
116,CUST_0033,126.64,Debit,Branch,2024-01-05 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
117,CUST_0123,75.9,Debit,Online,2024-01-05 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
118,CUST_0005,84.04,Debit,ATM,2024-01-05 21:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
119,CUST_0041,182.27,Debit,Branch,2024-01-05 22:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
120,CUST_0028,68.48,Debit,POS,2024-01-05 23:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
121,CUST_0135,233.83,Debit,Online,2024-01-06 00:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
122,CUST_0072,108.58,Credit,ATM,2024-01-06 01:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
123,CUST_0012,186.97,Debit,Online,2024-01-06 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
124,CUST_0162,112.18,Credit,Branch,2024-01-06 03:00:00,Business,Regional,147.57704,65.5360396822032,False
125,CUST_0033,95.09,Credit,Branch,2024-01-06 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
126,CUST_0048,164.77,Debit,POS,2024-01-06 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
127,CUST_0151,213.11,Debit,ATM,2024-01-06 06:00:00,Business,Regional,147.57704,65.5360396822032,False
128,CUST_0062,135.16,Debit,ATM,2024-01-06 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
129,CUST_0037,146.07,Credit,POS,2024-01-06 08:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
130,CUST_0099,198.45,Debit,POS,2024-01-06 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
131,CUST_0172,200.43,Credit,ATM,2024-01-06 10:00:00,Business,Regional,147.57704,65.5360396822032,False
132,CUST_0104,147.69,Debit,Online,2024-01-06 11:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
133,CUST_0035,123.39,Debit,Online,2024-01-06 12:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
134,CUST_0193,154.96,Credit,POS,2024-01-06 13:00:00,Business,Regional,147.57704,65.5360396822032,False
135,CUST_0101,138.55,Credit,Online,2024-01-06 14:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
136,CUST_0175,168.78,Debit,ATM,2024-01-06 15:00:00,Business,Regional,147.57704,65.5360396822032,False
137,CUST_0131,78.34,Credit,Branch,2024-01-06 16:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
138,CUST_0001,166.63,Credit,Branch,2024-01-06 17:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
139,CUST_0005,106.9,Credit,Online,2024-01-06 18:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
140,CUST_0142,204.35,Credit,POS,2024-01-06 19:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
141,CUST_0103,109.65,Credit,POS,2024-01-06 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
142,CUST_0027,110.69,Debit,POS,2024-01-06 21:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
143,CUST_0137,176.72,Debit,POS,2024-01-06 22:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
144,CUST_0015,150.85,Credit,POS,2024-01-06 23:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
145,CUST_0090,286.6,Debit,Online,2024-01-07 00:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
146,CUST_0042,52.24,Debit,Branch,2024-01-07 01:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
147,CUST_0124,156.59,Credit,Branch,2024-01-07 02:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
148,CUST_0179,217.78,Debit,Online,2024-01-07 03:00:00,Business,Regional,147.57704,65.5360396822032,False
149,CUST_0063,115.3,Credit,POS,2024-01-07 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
150,CUST_0096,95.37,Credit,Online,2024-01-07 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
151,CUST_0052,97.75,Debit,Branch,2024-01-07 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
152,CUST_0096,53.28,Credit,ATM,2024-01-07 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
153,CUST_0132,230.98,Credit,Online,2024-01-07 08:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
154,CUST_0151,130.22,Credit,POS,2024-01-07 09:00:00,Business,Regional,147.57704,65.5360396822032,False
155,CUST_0143,123.12,Credit,Branch,2024-01-07 10:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
156,CUST_0171,22.55,Credit,Branch,2024-01-07 11:00:00,Business,Regional,147.57704,65.5360396822032,False
157,CUST_0029,63.98,Debit,Branch,2024-01-07 12:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
158,CUST_0036,237.92,Debit,Branch,2024-01-07 13:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
159,CUST_0013,168.19,Credit,POS,2024-01-07 14:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
160,CUST_0160,219.99,Credit,ATM,2024-01-07 15:00:00,Business,Regional,147.57704,65.5360396822032,False
161,CUST_0071,212.4,Debit,Branch,2024-01-07 16:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
162,CUST_0187,89.96,Credit,Online,2024-01-07 17:00:00,Business,Regional,147.57704,65.5360396822032,False
163,CUST_0086,295.79,Debit,ATM,2024-01-07 18:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
164,CUST_0028,266.98,Credit,Branch,2024-01-07 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
165,CUST_0066,116.17,Credit,ATM,2024-01-07 20:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
166,CUST_0170,-64.09,Credit,Online,2024-01-07 21:00:00,Business,Regional,147.57704,65.5360396822032,False
167,CUST_0045,128.61,Credit,Branch,2024-01-07 22:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
168,CUST_0062,164.3,Credit,Online,2024-01-07 23:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
169,CUST_0185,115.94,Credit,POS,2024-01-08 00:00:00,Business,Regional,147.57704,65.5360396822032,False
170,CUST_0134,136.71,Credit,Branch,2024-01-08 01:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
171,CUST_0028,100.28,Debit,Branch,2024-01-08 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
172,CUST_0028,205.3,Debit,Branch,2024-01-08 03:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
173,CUST_0108,153.82,Debit,Branch,2024-01-08 04:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
174,CUST_0044,207.09,Credit,POS,2024-01-08 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
175,CUST_0084,223.33,Credit,Branch,2024-01-08 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
176,CUST_0030,19.54,Credit,ATM,2024-01-08 07:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
177,CUST_0190,103.77,Credit,Branch,2024-01-08 08:00:00,Business,Regional,147.57704,65.5360396822032,False
178,CUST_0075,112.56,Credit,POS,2024-01-08 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
179,CUST_0128,304.28,Credit,Branch,2024-01-08 10:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
180,CUST_0092,158.94,Credit,ATM,2024-01-08 11:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
181,CUST_0190,198.75,Debit,POS,2024-01-08 12:00:00,Business,Regional,147.57704,65.5360396822032,False
182,CUST_0129,37.16,Credit,POS,2024-01-08 13:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
183,CUST_0121,158.59,Debit,ATM,2024-01-08 14:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
184,CUST_0027,208.7,Debit,ATM,2024-01-08 15:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
185,CUST_0190,201.72,Credit,ATM,2024-01-08 16:00:00,Business,Regional,147.57704,65.5360396822032,False
186,CUST_0121,187.4,Credit,ATM,2024-01-08 17:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
187,CUST_0116,150.78,Debit,ATM,2024-01-08 18:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
188,CUST_0003,153.69,Debit,POS,2024-01-08 19:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
189,CUST_0103,48.4,Credit,POS,2024-01-08 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
190,CUST_0198,95.97,Credit,Branch,2024-01-08 21:00:00,Business,Regional,147.57704,65.5360396822032,False
191,CUST_0200,163.86,Debit,Branch,2024-01-08 22:00:00,Business,Regional,147.57704,65.5360396822032,False
192,CUST_0155,107.04,Credit,Online,2024-01-08 23:00:00,Business,Regional,147.57704,65.5360396822032,False
193,CUST_0137,191.33,Credit,Branch,2024-01-09 00:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
194,CUST_0062,178.01,Credit,Branch,2024-01-09 01:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
195,CUST_0165,232.04,Debit,ATM,2024-01-09 02:00:00,Business,Regional,147.57704,65.5360396822032,False
196,CUST_0051,207.5,Debit,ATM,2024-01-09 03:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
197,CUST_0172,163.64,Debit,Branch,2024-01-09 04:00:00,Business,Regional,147.57704,65.5360396822032,False
198,CUST_0152,194.88,Credit,Online,2024-01-09 05:00:00,Business,Regional,147.57704,65.5360396822032,False
199,CUST_0059,210.31,Credit,ATM,2024-01-09 06:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
200,CUST_0118,119.55,Debit,Branch,2024-01-09 07:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
201,CUST_0160,130.24,Debit,Branch,2024-01-09 08:00:00,Business,Regional,147.57704,65.5360396822032,False
202,CUST_0096,144.19,Debit,POS,2024-01-09 09:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
203,CUST_0180,121.47,Credit,Online,2024-01-09 10:00:00,Business,Regional,147.57704,65.5360396822032,False
204,CUST_0113,210.94,Debit,POS,2024-01-09 11:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
205,CUST_0062,112.36,Debit,Online,2024-01-09 12:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
206,CUST_0186,225.1,Credit,ATM,2024-01-09 13:00:00,Business,Regional,147.57704,65.5360396822032,False
207,CUST_0052,127.98,Credit,Online,2024-01-09 14:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
208,CUST_0012,178.34,Credit,Branch,2024-01-09 15:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
209,CUST_0039,159.98,Debit,Branch,2024-01-09 16:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
210,CUST_0130,91.44,Credit,Online,2024-01-09 17:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
211,CUST_0131,148.81,Credit,Online,2024-01-09 18:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
212,CUST_0113,170.02,Debit,Online,2024-01-09 19:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
213,CUST_0101,146.14,Credit,POS,2024-01-09 20:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
214,CUST_0113,69.44,Debit,Online,2024-01-09 21:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
215,CUST_0184,252.09,Debit,ATM,2024-01-09 22:00:00,Business,Regional,147.57704,65.5360396822032,False
216,CUST_0081,155.26,Credit,POS,2024-01-09 23:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
217,CUST_0187,102.34,Credit,POS,2024-01-10 00:00:00,Business,Regional,147.57704,65.5360396822032,False
218,CUST_0113,247.25,Credit,Online,2024-01-10 01:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
219,CUST_0002,187.04,Credit,ATM,2024-01-10 02:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
220,CUST_0130,77.99,Credit,POS,2024-01-10 03:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
221,CUST_0054,87.33,Credit,Branch,2024-01-10 04:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
222,CUST_0087,136.66,Debit,POS,2024-01-10 05:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
223,CUST_0129,167.84,Debit,Online,2024-01-10 06:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
224,CUST_0147,187.37,Credit,ATM,2024-01-10 07:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
225,CUST_0126,207.01,Debit,Online,2024-01-10 08:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
226,CUST_0130,182.37,Credit,Branch,2024-01-10 09:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
227,CUST_0053,230.8,Debit,Branch,2024-01-10 10:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
228,CUST_0172,157.61,Debit,Branch,2024-01-10 11:00:00,Business,Regional,147.57704,65.5360396822032,False
229,CUST_0160,104.42,Debit,Online,2024-01-10 12:00:00,Business,Regional,147.57704,65.5360396822032,False
230,CUST_0198,149.8,Credit,POS,2024-01-10 13:00:00,Business,Regional,147.57704,65.5360396822032,False
231,CUST_0160,145.86,Debit,Online,2024-01-10 14:00:00,Business,Regional,147.57704,65.5360396822032,False
232,CUST_0068,-4.69,Credit,ATM,2024-01-10 15:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
233,CUST_0183,116.32,Debit,POS,2024-01-10 16:00:00,Business,Regional,147.57704,65.5360396822032,False
234,CUST_0184,168.85,Debit,Branch,2024-01-10 17:00:00,Business,Regional,147.57704,65.5360396822032,False
235,CUST_0123,124.55,Debit,Online,2024-01-10 18:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
236,CUST_0145,111.23,Debit,Branch,2024-01-10 19:00:00,Retail,Regional,153.07709333333335,62.14598891214495,False
237,CUST_0038,204.68,Debit,Branch,2024-01-10 20:00:00,Retail,Metro,153.07709333333335,62.14598891214495,False
